                                                                  13 Jun 2024 22:46:58
Satellite-NOVASAT-16U


       Time (UTCG)                x (km)               y (km)              z (km)     
 1 Jan 2026 11:12:00.000     132023810.270089      30204134.558482    -57422994.835815
 1 Jan 2026 11:15:00.000     132407755.460284      28475294.982304    -57422162.038902
 1 Jan 2026 11:18:00.000     132768864.994527      26741588.236161    -57421506.040851
 1 Jan 2026 11:21:00.000     133107089.397090      25003268.929727    -57421035.951907
 1 Jan 2026 11:24:00.000     133422387.752959      23260593.175760    -57420753.786474
 1 Jan 2026 11:27:00.000     133714727.105444      21513820.008060    -57420654.386264
 1 Jan 2026 11:30:00.000     133984081.737318      19763212.734194    -57420725.617098
 1 Jan 2026 11:33:00.000     134230432.360741      18009040.172265    -57420948.831854
 1 Jan 2026 11:36:00.000     134453765.243353      16251577.725034    -57421299.581902
 1 Jan 2026 11:39:00.000     134654071.299154      14491108.249741    -57421748.549885
 1 Jan 2026 11:42:00.000     134831345.173055      12727922.689447    -57422262.668245
 1 Jan 2026 11:45:00.000     134985584.347440      10962320.439489    -57422806.380837
 1 Jan 2026 11:48:00.000     135116788.297615       9194609.432439    -57423342.999488
 1 Jan 2026 11:51:00.000     135224957.720826       7425105.934508    -57423836.103738
 1 Jan 2026 11:54:00.000     135310093.860663       5654134.057149    -57424250.930378
 1 Jan 2026 11:57:00.000     135372197.945273       3882024.997425    -57424555.699751
 1 Jan 2026 12:00:00.000     135411270.753907       2109116.030965    -57424722.828231
 1 Jan 2026 12:03:00.000     135427312.322231        335749.290075    -57424729.980602
 1 Jan 2026 12:06:00.000     135420321.792462      -1437729.632260    -57424560.922207
 1 Jan 2026 12:09:00.000     135390297.410082      -3210973.205317    -57424206.138343
 1 Jan 2026 12:12:00.000     135337236.664558      -4983633.558639    -57423663.197264
 1 Jan 2026 12:15:00.000     135261136.567469      -6755364.099985    -57422936.842967
 1 Jan 2026 12:18:00.000     135161994.057653      -8525821.097437    -57422038.814190
 1 Jan 2026 12:21:00.000     135039806.519609     -10294665.170614    -57420987.396554
 1 Jan 2026 12:24:00.000     134894572.398497     -12061562.639285    -57419806.724916
 1 Jan 2026 12:27:00.000     134726291.892687     -13826186.682304    -57418525.862566
 1 Jan 2026 12:30:00.000     134534967.703008     -15588218.266754    -57417177.692390
 1 Jan 2026 12:33:00.000     134320605.816621     -17347346.815093    -57415797.662300
 1 Jan 2026 12:36:00.000     134083216.302842     -19103270.587669    -57414422.432811
 1 Jan 2026 12:39:00.000     133822814.098219     -20855696.767951    -57413088.478350
 1 Jan 2026 12:42:00.000     133539419.758750     -22604341.248708    -57411830.695657
 1 Jan 2026 12:45:00.000     133233060.158246     -24348928.128038    -57410681.072397
 1 Jan 2026 12:48:00.000     132903769.113509     -26089188.934649    -57409667.466740
 1 Jan 2026 12:51:00.000     132551587.919060     -27824861.611628    -57408812.544507
 1 Jan 2026 12:54:00.000     132176565.776726     -29555689.296549    -57408132.914409
 1 Jan 2026 12:57:00.000     131778760.108175     -31281418.943414    -57407638.494385
 1 Jan 2026 13:00:00.000     131358236.741726     -33001799.837273    -57407332.133203
 1 Jan 2026 13:03:00.000     130915069.967996     -34716582.056597    -57407209.501778
 1 Jan 2026 13:06:00.000     130449342.462495     -36425514.940124    -57407259.258334
 1 Jan 2026 13:09:00.000     129961145.076735     -38128345.614928    -57407463.481121
 1 Jan 2026 13:12:00.000     129450576.502975     -39824817.639938    -57407798.352179
 1 Jan 2026 13:15:00.000     128917742.821038     -41514669.815234    -57408235.066049
 1 Jan 2026 13:18:00.000     128362756.938890     -43197635.201142    -57408740.928777
 1 Jan 2026 13:21:00.000     127785737.941555     -44873440.383776    -57409280.605269
 1 Jan 2026 13:24:00.000     127186810.365607     -46541805.014453    -57409817.467418
 1 Jan 2026 13:27:00.000     126566103.418614     -48202441.640761    -57410314.991555
 1 Jan 2026 13:30:00.000     125923750.164684     -49855055.836311    -57410738.151922
 1 Jan 2026 13:33:00.000     125259886.698483     -51499346.625529    -57411054.756990
 1 Jan 2026 13:36:00.000     124574651.330707     -53135007.189239    -57411236.677654
 1 Jan 2026 13:39:00.000     123868183.808118     -54761725.826617    -57411260.920422
 1 Jan 2026 13:42:00.000     123140624.590585     -56379187.140181    -57411110.504680
 1 Jan 2026 13:45:00.000     122392114.206495     -57987073.402282    -57410775.110544
 1 Jan 2026 13:48:00.000     121622792.705970     -59585066.055503    -57410251.472589
 1 Jan 2026 13:51:00.000     120832799.229038     -61172847.294511    -57409543.504435
 1 Jan 2026 13:54:00.000     120022271.702805     -62750101.674452    -57408662.149429
 1 Jan 2026 13:57:00.000     119191346.678396     -64316517.690024    -57407624.963134
 1 Jan 2026 14:00:00.000     118340159.314398     -65871789.270998    -57406455.443535
 1 Jan 2026 14:03:00.000     117468843.509496     -67415617.142935    -57405182.134534
 1 Jan 2026 14:06:00.000     116577532.182478     -68947710.007287    -57403837.536928
 1 Jan 2026 14:09:00.000     115666357.693423     -70467785.501472    -57402456.868418
 1 Jan 2026 14:12:00.000     114735452.395299     -71975570.907964    -57401076.719970
